,Curso_PRE,Nivel_PRE,Codigo,Edad,Genero_PRE,Decision,Otros_campus,Ingenieria_antes,Valoracion_ingenierias_PRE,Dedicacion_PRE,Trabajo_padre,Trabajo_madre,Posicion_clase,Tipo_estudiante,Gustar_PRE,Estudiar_PRE,Entender_PRE,No_entender_PRE,Profesional_PRE,Actividades_PRE,Carrera_PRE,Facilidad_PRE,Disfrutar_PRE,No_trabajo_PRE,Mundo_mejor_PRE,Interes_asignaturas_PRE,Salida_profesional_PRE,Actividades_instituto_PRE,Dificultad_asignaturas_PRE,Trabajo_PRE,Respeto_cientificos_PRE,Efecto_vidas_PRE,No_gustar_PRE,Examenes_PRE,Decisiones_personales_PRE,Curso_POST,Nivel_POST,Genero_POST,Adaptacion,Puntuacion_profesor,Puntuacion_apoyo,Laboratorios_escuela,Laboratorios_comunicaciones,Sensibilizacion_ONG,Material,Ingenieria_despues,Dedicacion_POST,Valoracion_ingenierias_POST,Nivel_matematicas,Recomendacion,Repetir,Puntuacion_curso,Mejor_curso,Peor_curso,Mejorar,Gustar_POST,Estudiar_POST,Entender_POST,No_entender_POST,Profesional_POST,Actividades_POST,Carrera_POST,Facilidad_POST,Disfrutar_POST,No_trabajo_POST,Mundo_mejor_POST,Interes_asignaturas_POST,Salida_profesional_POST,Actividades_instituto_POST,Dificultad_asignaturas_POST,Trabajo_POST,Respeto_cientificos_POST,Efecto_vidas_POST,No_gustar_POST,Examenes_POST,Decisiones_personales_POST
307,ROBOTICA,JUNIOR,2803273,13,Chico,"Yo, Mis padres",No,No sé,Muy buena,,abogado de Hogan Lovells,Ingeniera agronóma,Entre los primeros de la clase,Muy buen estudiante,5,3,5,4,3,4,3,4,5,2,5,5,4,3,2,4,5,5,1,2,4,ROBOTICA,JUNIOR,Chico,Bien,9,9,No asistí,No asistí,Muy buena,Muy bien,Sí,ingeniero aeronáutico o registrador de la propiedad,Muy buena,Muy bien,Sí,Sí,9,la creación del hardware del robot y su programación,nada,En mi opinión todo está muy bien y es divertido e interesante.,5,4,5,1,2,4,4,5,5,1,5,5,4,5,1,4,5,5,1,1,4
308,ROBOTICA,JUNIOR,1042011000,10,Chico,Yo,No,Sí,Muy buena,,director de empresa,medico,Entre los últimos de la clase,Buen estudiante,5,4,5,2,1,5,4,4,5,5,4,4,5,5,4,5,5,4,1,5,5,ROBOTICA,JUNIOR,Chico,Muy bien,10,10,No asistí,No asistí,Buena,Muy bien,Sí,ingeniero industrial,Muy buena,Muy bien,Sí,Sí,10,que el ultimo dia hicimos proyecto libre,algunas de las piezas,nada,5,5,4,2,1,5,2,5,5,2,4,4,4,4,2,4,5,5,1,2,5
309,SMART CITY,SENIOR,1206306,15,Chico,Yo,2018,Sí,Muy buena,,Gestor ecomonomico,Profesora de Matematicas,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,5,5,1,1,5,5,5,5,1,5,5,5,5,2,5,4,5,1,2,2,SMART CITY,SENIOR,Chico,Muy bien,10,10,Muy buena,Muy buena,Muy buena,Muy bien,Sí,ingenieria industrial,Muy buena,Muy bien,Sí,Sí,10,La maqueta,la informacion,Dar mas informacion sobre los cursos en la pagina de inscripcion,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,4,5,1,5,5
310,SMART CITY,SENIOR,3103858,16,Chica,Yo,No,Sí,Muy buena,,Ingeniero,Abogado,Entre los primeros de la clase,Muy buen estudiante,5,5,4,1,1,3,5,5,5,1,5,5,5,4,3,5,5,4,1,4,5,SMART CITY,SENIOR,Chica,Regular,10,10,Buena,No asistí,,Muy bien,Sí,una ingenieria,Muy buena,Muy bien,Sí,Sí,8,el hecho de que lo que hemos aprendido lo hayamos podido poner en practica,el no haber podido participar tanto como quería por mi falta de conocimientos en Arduino,esta todo muy bien pero creo que se podría mejorar el tema de la organizacion,5,5,4,2,1,4,5,5,5,5,5,5,5,5,3,5,5,5,1,2,4
311,VIDEOJUEGOS 2D,JUNIOR,103000,13,Chico,Yo,No,Sí,Muy buena,,Economista,Economista,"Por el medio, pero más cerca de los primeros",Dentro de la media,4,4,5,1,3,3,4,4,5,2,5,4,4,4,3,3,5,5,1,1,4,VIDEOJUEGOS 2D,JUNIOR,Chico,Regular,9,9,Muy buena,No asistí,Buena,Muy bien,Sí,Ingeniero informático,Muy buena,Bien,Sí,Sí,10,Es entretenido y divertido.,Que no siempre pude.,Nada.,4,5,4,1,2,4,3,4,4,4,4,4,4,4,3,4,4,3,1,3,4
312,VIDEOJUEGOS 2D,JUNIOR,202000,13,Chico,"Yo, Mis padres",No,No sé,Buena,,Profesor,Logistica,Entre los primeros de la clase,Muy buen estudiante,5,4,4,2,2,2,5,4,4,2,5,5,4,4,1,3,3,3,1,2,2,VIDEOJUEGOS 2D,JUNIOR,Chico,Bien,9,10,Buena,No asistí,Buena,Bien,Sí,No se,Buena,Muy bien,Sí,Sí,8,Los laboratorios,Todo ha sido muy bueno,El programa en el que trabajamos,5,5,5,3,2,4,5,4,4,2,5,5,5,5,1,5,4,2,1,1,4
313,VIDEOJUEGOS 2D,JUNIOR,211000,11,Chica,Mis padres,No,No sé,Buena,,trabaja con ONG,trabaja con ONG,"Por el medio, pero más cerca de los primeros",Buen estudiante,5,4,5,1,2,4,4,5,5,4,5,5,5,5,3,4,4,5,1,1,4,EDICION DE FOTO Y VIDEO,SENIOR,Chico,Bien,10,10,Regular,Regular,Regular,Muy bien,No sé,NO C,Me da igual,Regular,Sí,No,8,me manejo con más soltura,ya conocía previamente varias cosas que hemos dado,"hacer clases por niveles, no por edad",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
314,VIDEOJUEGOS 2D,JUNIOR,402000,9,Chico,Mis padres,No,No sé,Buena,,informático,farmaceutica,"Por el medio, pero más cerca de los primeros",Buen estudiante,3,3,5,1,5,2,1,5,3,5,5,3,1,3,1,1,5,5,3,5,5,VIDEOJUEGOS 2D,JUNIOR,Chico,Muy bien,10,10,Muy buena,Buena,Buena,Muy bien,No sé,NO LO SE TENGO MUCHOS IDEAS,Buena,Muy bien,Sí,Sí,10,EL ARKANOID,NO AY,NADA,5,5,5,1,1,3,5,3,4,1,5,4,3,5,2,3,4,5,1,3,5
315,VIDEOJUEGOS 2D,JUNIOR,712000,11,Chico,"Yo, Mis padres, Mis amigos, Otros",No,No sé,Buena,,JBT,BME (Bolsas y Mercados Españoles),"Por el medio, pero más cerca de los últimos",Buen estudiante,5,5,5,2,1,4,4,3,5,3,5,5,5,5,3,3,3,4,1,3,4,VIDEOJUEGOS 2D,JUNIOR,Chico,Bien,9,10,Muy buena,No asistí,Muy buena,Muy bien,No sé,Algo relacionado con las ciencias,Buena,Muy bien,Sí,Sí,10,Las visitas a los laboratorios,Estar tanto tiempo con pantallas,Nada,5,4,5,2,2,5,4,3,5,3,5,4,5,5,4,3,3,3,1,4,5
316,VIDEOJUEGOS 2D,JUNIOR,1102000,10,Chico,Yo,No,No sé,Buena,,ingenieria,medicina,"Por el medio, pero más cerca de los primeros",Buen estudiante,2,2,2,1,1,1,2,1,2,1,4,2,1,2,3,1,3,2,3,2,2,VIDEOJUEGOS 2D,JUNIOR,Chico,Poco,10,1,Muy buena,No asistí,Regular,Muy bien,Sí,Algo de ciencias,Buena,Muy bien,Sí,Sí,10,Lo gracioso del profesor,El programa de audio,"Nada, está todo genial y me encantaría estar más tiempo y poder repetir.
¡Seguid así! :)",5,5,5,1,1,5,5,2,5,5,5,5,5,5,3,5,3,5,1,4,2
317,VIDEOJUEGOS 2D,JUNIOR,1104250,13,Chico,Yo,No,Sí,Buena,,abogado,directora de eventos,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,5,4,4,1,1,3,5,4,4,3,5,5,5,5,2,3,3,4,1,1,3,VIDEOJUEGOS 2D,JUNIOR,Chico,Muy bien,10,10,Muy buena,No asistí,Muy buena,Muy bien,Sí,INGENIERIA INFORMATICA,Muy buena,Muy bien,Sí,Sí,10,TODO,NADA,NADA,5,5,4,1,1,3,5,5,5,1,5,5,5,5,1,5,3,5,1,1,5
318,VIDEOJUEGOS 2D,JUNIOR,1506349,13,Chico,Mis padres,No,No sé,Buena,,arquitecto,arquitecta y en una inmobiliaria,Entre los primeros de la clase,Buen estudiante,2,2,5,1,3,2,3,2,3,4,5,4,3,2,5,3,5,5,3,5,5,VIDEOJUEGOS 2D,JUNIOR,Chico,Muy bien,10,10,Muy buena,No asistí,Muy buena,Muy bien,Sí,no se,Muy buena,Muy bien,Sí,Sí,10,los videojuegos,nada,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
319,VIDEOJUEGOS 2D,JUNIOR,1711000,10,Chico,Mis padres,No,Sí,Me da igual,,ingeniero,profesora,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,4,5,2,1,5,4,3,5,2,4,5,5,4,3,5,3,3,1,4,3,VIDEOJUEGOS 2D,SENIOR,Chico,Bien,9,7,No asistí,No asistí,Regular,Bien,Sí,ingeniero/cientifico,Muy buena,Muy bien,Sí,Sí,7,el arkanoid :))),el flappy bird :(((,el control en los recreos(mejorar),4,5,4,2,1,4,5,4,5,1,5,5,5,4,5,5,4,4,1,5,4
320,VIDEOJUEGOS 2D,JUNIOR,1801000,13,Chica,Yo,"2018, 2019",No sé,Buena,,Profesor educación física,Profesora de Inglés,Entre los primeros de la clase,Muy buen estudiante,4,4,5,3,2,4,4,4,4,2,5,4,4,5,2,3,3,4,1,3,4,VIDEOJUEGOS 2D,JUNIOR,Chica,Bien,9,8,Muy buena,No asistí,Buena,Muy bien,No sé,No lo sé,Muy buena,Muy bien,Sí,Sí,9,Lo que he aprendido,El tiempo libre en la calle,Que en el menú del comedor no se repita ningún plato,5,4,5,1,2,5,4,4,5,2,5,5,4,5,2,4,3,4,1,2,5
321,VIDEOJUEGOS 2D,JUNIOR,1911000,12,Chica,Mis padres,No,No,Me da igual,,informatico,abogada,"Por el medio, pero más cerca de los primeros",Buen estudiante,2,1,3,3,5,2,1,3,3,4,3,2,1,3,4,1,3,3,4,3,3,VIDEOJUEGOS 2D,JUNIOR,Chica,Bien,10,1,Muy buena,No asistí,Muy buena,Muy bien,No sé,No lo sé,Muy buena,Muy bien,Sí,Sí,10,La aplicación de paint.net,Hacer audios,No lo sé,4,3,4,2,3,3,3,2,3,3,4,3,3,4,4,3,3,3,2,3,3
322,VIDEOJUEGOS 2D,JUNIOR,2010000,11,Chico,Mis padres,No,No sé,Me da igual,,No se,Profesora de Alemán,Entre los primeros de la clase,Buen estudiante,3,2,1,4,5,4,2,1,3,5,4,2,2,1,4,2,3,5,4,4,4,VIDEOJUEGOS 2D,JUNIOR,Chico,Muy bien,10,9,Buena,No asistí,Buena,Bien,No sé,No se,Me da igual,Muy bien,Sí,Sí,9,Los compañeros,No se,Nada,3,3,3,2,3,3,2,4,3,3,4,3,2,2,4,3,2,4,3,4,3
323,VIDEOJUEGOS 3D,SENIOR,308894,16,Chico,"Yo, Mis padres","2016, 2017, 2018",Sí,Buena,,Fontanería,En nada,Entre los primeros de la clase,Dentro de la media,5,5,5,2,2,4,5,4,5,2,4,5,5,5,2,5,5,5,1,2,5,VIDEOJUEGOS 3D,SENIOR,Chico,Bien,10,5,Muy buena,No asistí,Buena,Regular,Sí,Programación de videojuegos,Muy buena,Bien,Sí,Sí,9,Si,Si,Si,5,5,5,2,2,4,5,4,5,1,4,5,5,4,2,4,4,5,1,2,5
324,VIDEOJUEGOS 3D,SENIOR,310605,13,Chico,Yo,No,Sí,Muy buena,,Juez,Juez,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,5,5,4,5,1,5,5,5,5,2,5,5,5,1,2,4,VIDEOJUEGOS 3D,SENIOR,Chico,Muy bien,10,5,Buena,No asistí,Buena,Muy bien,Sí,No sé,Muy buena,Muy bien,Sí,Sí,10,Muy buen nivel,El profesor va muy rápido,no sé,5,5,5,1,1,4,5,5,5,1,5,5,5,4,2,5,5,5,1,2,4
325,VIDEOJUEGOS 3D,SENIOR,411655,14,Chico,"Yo, Mis padres",No,No sé,Buena,,Informático,Medico,Entre los primeros de la clase,Buen estudiante,2,3,5,3,3,2,3,3,3,3,5,3,3,3,4,3,3,3,3,4,3,VIDEOJUEGOS 3D,SENIOR,Chico,Bien,9,5,Buena,No asistí,Muy buena,Bien,No sé,No sé,Buena,Muy bien,Sí,Sí,9,Todo,"El recreo, pero es porque no conozco a nadie",,3,3,4,2,3,2,3,3,3,3,5,4,3,3,4,3,4,2,2,4,3
326,VIDEOJUEGOS 3D,SENIOR,603000,12,Chica,Mis padres,No,No sé,Muy buena,,Es notario.,Es fiscal.,Entre los primeros de la clase,Muy buen estudiante,4,4,4,1,3,2,3,3,4,3,5,3,3,2,4,2,2,5,1,4,5,VIDEOJUEGOS 3D,SENIOR,Chica,Muy bien,10,5,Buena,No asistí,Buena,Muy bien,No sé,"Arquitecta, o animadora/editora.",Muy buena,Muy bien,Sí,Sí,9,"La ayuda proporcionada por parte del profesor, también los métodos de enseñanza. Han sido alucinantes y muy productivos.","He estado un tanto desubicada, obviamente por mi parte, por lo cual, es mi culpa.","La verdad me gusta mucho este lugar, no creo que haya mucho que mejorar.",4,4,5,1,3,2,3,4,4,3,5,4,3,2,4,2,2,5,1,3,5
327,VIDEOJUEGOS 3D,SENIOR,702837,15,Chica,Yo,2020 (online),No sé,Muy buena,,Ingeniero,profesora de ingeniera,Entre los primeros de la clase,Buen estudiante,5,4,5,2,4,4,4,2,4,4,5,4,4,4,3,4,5,5,2,2,5,VIDEOJUEGOS 3D,SENIOR,Chica,Bien,9,5,Muy buena,Buena,Buena,Muy bien,No sé,No sé,Muy buena,Muy bien,Sí,Sí,9,Que resuelve todas las dudas de manera muy clara,Nada,nada,5,4,5,2,2,4,3,4,4,2,5,4,4,4,4,4,5,5,1,2,5
328,VIDEOJUEGOS 3D,SENIOR,802836,15,Chica,Yo,"2016, 2017, 2018, 2019",Sí,Buena,,Comercial financiero,Analista de riesgos/administrativo bancario,Entre los primeros de la clase,Muy buen estudiante,5,5,5,2,2,4,5,4,5,1,5,5,5,4,4,5,3,5,1,2,5,VIDEOJUEGOS 3D,SENIOR,Chica,Bien,10,5,Regular,No asistí,Buena,Bien,Sí,Programación o animación,Buena,Muy bien,Sí,Sí,9,"El último día, cuando tenías tiempo libre para mejorar lo videojuegos a partir de lo que habíamos aprendido",El primer día donde todo fue teórico,No sé,5,5,4,2,2,4,5,4,5,2,5,5,5,5,4,4,3,4,1,2,5
329,VIDEOJUEGOS 3D,SENIOR,809000,14,Chica,Yo,No,Sí,Buena,,Informática y ciberseguridad.,Arquitectura.,Entre los primeros de la clase,Muy buen estudiante,5,5,5,1,1,5,5,5,5,1,5,5,5,5,1,5,4,4,1,1,5,VIDEOJUEGOS 3D,SENIOR,Chico,Bien,9,5,Buena,Buena,Buena,Bien,Sí,No lo sé,Muy buena,Muy bien,Sí,Sí,9,Usar Unreal Engine,Nada,Nada,4,4,4,2,4,4,4,3,4,2,4,4,4,4,4,4,4,4,2,4,4
330,VIDEOJUEGOS 3D,SENIOR,1012000,13,Chico,"Yo, Mis padres","2017, 2018, 2019",No sé,Buena,,Recursos Humanos en una compañía de farmacéuticas,Es enfermera,Entre los primeros de la clase,Muy buen estudiante,4,4,5,1,2,3,3,4,4,2,5,4,3,4,3,3,4,5,2,2,5,VIDEOJUEGOS 3D,SENIOR,Chico,Bien,9,5,Buena,Buena,Muy buena,Bien,No sé,No sé,Buena,Muy bien,Sí,Sí,9,Poder elegir un poco que hacer y tener influencia en la clase,que el recreo no era en icade y no podiamos jugar nada,.,4,3,5,1,4,3,3,4,4,2,5,4,3,4,2,3,4,5,2,3,4
331,VIDEOJUEGOS 3D,SENIOR,1211000,15,Chico,"Yo, Mis padres",No,Sí,Buena,,Farmacéutico,Farmacéutica,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,5,5,5,1,1,3,5,4,4,1,4,5,4,4,5,4,5,4,2,1,5,VIDEOJUEGOS 3D,SENIOR,Chico,Muy bien,10,10,Buena,Buena,Buena,Muy bien,Sí,farmacia,Buena,Muy bien,Sí,Sí,10,todo,nada,no se,5,5,5,1,1,3,5,4,4,4,5,5,5,5,1,4,5,5,1,2,5
332,VIDEOJUEGOS 3D,SENIOR,1307385,14,Chico,Yo,2019,Sí,Buena,,banco,abogado,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,5,5,5,1,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,VIDEOJUEGOS 3D,SENIOR,Chico,Muy bien,2,1,Buena,No asistí,Mala,Regular,No,si,Buena,Muy bien,No,Sí,4,javier,nico,el frio y horario,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
333,VIDEOJUEGOS 3D,SENIOR,2101024,15,Chica,Yo,"2017, 2018, 2019",Sí,Buena,,Funcionario,Trabaja en la sección cultural y comunicacion,Entre los primeros de la clase,Muy buen estudiante,5,4,5,1,2,4,4,5,5,1,4,5,4,5,3,4,4,4,1,2,4,VIDEOJUEGOS 3D,SENIOR,Chica,Muy bien,9,5,Regular,Regular,Buena,Muy bien,Sí,Algo relacionado con las ciencias,Muy buena,Muy bien,Sí,Sí,10,Poder crear lo que queramos,Poco tiempo para profundizar,No sé,5,5,5,1,2,3,4,4,4,2,4,4,4,4,2,4,4,5,1,1,4
334,VIDEOJUEGOS 3D,SENIOR,2703000,13,Chico,Yo,No,No sé,Muy buena,,empresario,medico,"Por el medio, pero más cerca de los primeros",Buen estudiante,4,3,4,2,3,3,4,3,4,4,4,4,3,4,2,4,4,3,1,2,4,VIDEOJUEGOS 3D,SENIOR,Chico,Bien,10,5,Muy buena,Muy buena,Buena,Muy bien,No sé,No sé,Muy buena,Muy bien,Sí,Sí,10,todo,nada,Yo no cambiaría nada,4,3,4,2,3,3,3,4,4,3,4,3,4,4,2,3,4,4,2,2,4
335,VIDEOJUEGOS 3D,SENIOR,2908377,13,Chico,Mis padres,2019,Sí,Muy buena,,ELectricidad y gas,No ce,"Por el medio, pero más cerca de los primeros",Muy buen estudiante,4,3,4,4,3,3,2,2,4,5,4,3,2,3,4,1,4,4,3,2,4,VIDEOJUEGOS 3D,SENIOR,Chico,Muy bien,9,5,Muy buena,Muy buena,Buena,Muy bien,No sé,Supongo que ser streamer o hacer algo relacionado con la robotica.,Muy buena,Muy bien,Sí,Sí,9,Unreal Engine,La mesa NO para de moverse.,La pinche MESAAA,5,4,4,1,3,1,2,3,3,5,4,2,2,3,3,1,4,3,1,2,3
336,VIDEOJUEGOS 3D,SENIOR,2912000,12,Chico,Yo,2018,Sí,Muy buena,,En una enpresa de servicios como gefe de las finazas,Oftalmologa,Entre los primeros de la clase,Muy buen estudiante,5,4,5,1,4,4,5,5,4,1,4,5,4,5,4,4,3,5,1,3,5,VIDEOJUEGOS 3D,SENIOR,Chico,Muy bien,10,5,Muy buena,No asistí,Regular,Bien,Sí,Programador Puede pero no lo se.,Muy buena,Muy bien,Sí,Sí,10,He apprendido mucho.,Nada,El recreo.,5,5,5,1,1,5,5,5,5,1,5,4,5,5,2,5,3,4,1,4,5
337,VIDEOJUEGOS 3D,SENIOR,3008623,15,Chica,Yo,2017,Sí,Muy buena,,Trabajador de empresa,Profesora de Lengua,Entre los primeros de la clase,Buen estudiante,5,5,5,1,1,5,5,4,4,5,5,3,5,4,5,5,4,5,1,4,5,VIDEOJUEGOS 3D,SENIOR,Chica,Bien,9,5,Muy buena,No asistí,,Muy bien,Sí,Diseño y programación de videojuegos,Muy buena,Bien,Sí,Sí,9,Aprender a utilizar una nueva plataforma para programar,El frío que hacía en el aula,,5,5,5,1,1,5,5,4,5,5,5,3,5,5,4,5,4,5,1,4,5
